target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
opp_basana	p1-merge-by-time	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	型ごとの 3 入力を渡した順に 3 つの event source にして subscribe(priority は型ごと)
opp_basana	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	BarEvent 5 件を 1 つの source で渡した
opp_basana	p1-typed-events	P0-1	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	足は BarEvent、約定は basana.Event の子で 1 つの source
opp_basana	p2-iso-utc	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	1704067200123456000	ok	1704067200123456000	1704067200123456789	Basana の時刻の型 datetime に標準の fromisoformat で入れた値 datetime.datetime(2024, 1, 1, 0, 0, 0, 123456, tzinfo=datetime.timezone.utc)(Basana 自身は ISO の変換を持たない。付属の CSV 読みは strptime('%Y-%m-%d %H:%M:%S') で小数秒を受けない: external/common/csv/bars.py 44 行)
opp_basana	p2-iso-offset	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	1704067200123456000	ok	1704067200123456000	1704067200123456789	Basana の時刻の型 datetime に標準の fromisoformat で入れた値 datetime.datetime(2024, 1, 1, 9, 0, 0, 123456, tzinfo=datetime.timezone(datetime.timedelta(seconds=32400)))(Basana 自身は ISO の変換を持たない。付属の CSV 読みは strptime('%Y-%m-%d %H:%M:%S') で小数秒を受けない: external/common/csv/bars.py 44 行)
opp_basana	p2-event-time-exact	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400123456000]}"	ok	"{""observed_ts_ns"": [1700006400123456000]}"	"{""observed_ts_ns"": [1700006400123456789]}"	約定(basana.Event の子)で渡し、ev.when を ns にした値
opp_basana	p2-one-ns-apart	P0-2	capability	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000000]}"	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000000]}"	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	約定(basana.Event の子)で渡し、ev.when を ns にした値
opp_basana	p3-trade	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	足は BarEvent、それ以外は basana.Event の子(Basana に無い型)で渡した
opp_basana	p3-book_snapshot	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	ok	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	足は BarEvent、それ以外は basana.Event の子(Basana に無い型)で渡した
opp_basana	p3-book_delta	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	足は BarEvent、それ以外は basana.Event の子(Basana に無い型)で渡した
opp_basana	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	足は BarEvent、それ以外は basana.Event の子(Basana に無い型)で渡した
opp_basana	p3-funding	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	ok	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	足は BarEvent、それ以外は basana.Event の子(Basana に無い型)で渡した
opp_basana	p3-liquidation	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	ok	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	足は BarEvent、それ以外は basana.Event の子(Basana に無い型)で渡した
opp_basana	p3-mixed-one-run	P0-3	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	ok	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	1 つの source で 6 種
opp_basana	p3-clock-timer	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""clock_calls_ns"": [1700352000000000000]}"	ok	"{""clock_calls_ns"": [1700352000000000000]}"	"{""clock_calls_ns"": [1700352000000000000]}"	1 回目に dispatcher.schedule(頼む時刻, job)
opp_basana	p3-notice-accepted	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""notices"": [""accepted""]}"	ok	"{""notices"": [""accepted""]}"	"{""notices"": [""accepted""]}"	約定を足に代えた(any_type)。order events: [{'is_open': True, 'filled': 0.0, 'fees': {}, 'fills': [], 'now': 1700092800000000000}]
opp_basana	p3-notice-rejected	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""notices"": [""rejected""]}"	ok	"{""notices"": [""rejected""]}"	"{""notices"": [""rejected""]}"	現金 1,000 円。order events: [] / 発注の例外: NotEnoughBalance: Not enough JPY available to hold
opp_basana	p3-notice-filled	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""filled_qty_in_notices"": 1.0, ""notices"": [""accepted"", ""filled""]}"	ok	"{""filled_qty_in_notices"": 1.0, ""notices"": [""accepted"", ""filled""]}"	"{""filled_qty_in_notices"": 1.0}"	order events: [{'is_open': True, 'filled': 0.0, 'fees': {}, 'fills': [], 'now': 1700092800000000000}, {'is_open': False, 'filled': 1.0, 'fees': {}, 'fills': [(1700179199000000000, -100.0)], 'now': 1700179200000000000}]
opp_basana	p4-visible-at-step	P0-4	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	ok	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	Basana は戦略に履歴を渡さないので、戦略が受け取った BarEvent を戦略自身が貯めて数えた
opp_basana	p4-received-time	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	事象は時刻を 1 つ(when)しか持たない。受け取れる時刻を別に渡す口が無い。試したこと: basana.Event(when, received=...) -> TypeError: Event.__init__() got an unexpected keyword argument 'received'
opp_basana	p4-future-read-attempt	P0-4	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false, ""raw"": {""attempts"": [{""form"": ""time"", ""means"": ""exchange.get_bid_ask(pair, 5 本目の時刻)"", ""message"": ""Exchange.get_bid_ask() takes 2 positional arguments but 3 were given"", ""raised"": ""TypeError"", ""returned"": null}, {""form"": ""position"", ""means"": ""受け取った BarEvent の bar[1](次の足)"", ""message"": ""'Bar' object is not subscriptable"", ""raised"": ""TypeError"", ""returned"": null}, {""form"": ""other"", ""means"": ""exchange.get_bid_ask(pair)(今の値)"", ""raised"": null, ""returned"": [102.75, 103.25]}]}}"	ok	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false, ""raw"": {""attempts"": [{""form"": ""time"", ""means"": ""exchange.get_bid_ask(pair, 5 本目の時刻)"", ""message"": ""Exchange.get_bid_ask() takes 2 positional arguments but 3 were given"", ""raised"": ""TypeError"", ""returned"": null}, {""form"": ""position"", ""means"": ""受け取った BarEvent の bar[1](次の足)"", ""message"": ""'Bar' object is not subscriptable"", ""raised"": ""TypeError"", ""returned"": null}, {""form"": ""other"", ""means"": ""exchange.get_bid_ask(pair)(今の値)"", ""raised"": null, ""returned"": [102.75, 103.25]}]}}"	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	T0 + 4 日の呼び出しで試した: [time] exchange.get_bid_ask(pair, 5 本目の時刻) TypeError: Exchange.get_bid_ask() takes 2 positional arguments but 3 were given ; [position] 受け取った BarEvent の bar[1](次の足) TypeError: 'Bar' object is not subscriptable ; [other] exchange.get_bid_ask(pair)(今の値) -> [102.75, 103.25]
opp_basana	p5-same-time-twice	P0-5	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true, ""raw"": {""order"": [[""bar"", 1700092800000000000], [""trade"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000]]}}"	ok	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true, ""raw"": {""order"": [[""bar"", 1700092800000000000], [""trade"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000]]}}"	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	型ごとの 4 入力を 4 つの source にし、source の priority(公開の引数)を型ごとに与えた(TYPE_PRIORITY)。priority を与えない既定では同時刻の並びは id(source) で決まり、2 回の並びは [[['trade', 1700092800000000000], ['funding', 1700092800000000000], ['liquidation', 1700092800000000000], ['bar', 1700092800000000000]], [['bar', 1700092800000000000], ['trade', 1700092800000000000], ['liquidation', 1700092800000000000], ['funding', 1700092800000000000]]]
